date,weather,temperature_high,temperature_low
2019年08月07日,多云/小雨,23℃,8℃
2019年08月08日,小雨/小雨,15℃,6℃
2019年08月09日,多云/晴,22℃,4℃
2019年08月10日,晴/晴,24℃,4℃
2019年08月11日,晴/晴,24℃,4℃
2019年08月12日,晴/多云,23℃,7℃
2019年08月13日,阵雨/多云,19℃,4℃
2019年08月14日,阵雨/晴,20℃,3℃
2019年08月15日,晴/晴,24℃,4℃
2019年08月16日,多云/多云,27℃,6℃
2019年08月17日,阵雨/阵雨,25℃,9℃
2019年08月18日,小雨/小雨,24℃,10℃
2019年08月19日,小雨/阴,22℃,11℃
2019年08月20日,小雨/小雨,20℃,11℃
2019年08月21日,小雨/小雨,21℃,11℃
2019年08月22日,阵雨/晴,20℃,10℃
2019年08月23日,多云/多云,25℃,8℃
2019年08月24日,多云/阴,25℃,11℃
2019年08月25日,阵雨/多云,25℃,10℃
2019年08月26日,小雨/小雨,24℃,10℃
2019年08月27日,小雨/小雨,22℃,10℃
2019年08月28日,小雨/小雨,20℃,9℃
2019年08月29日,阵雨/多云,19℃,7℃
2019年08月30日,小雨/小雨,18℃,6℃
2019年08月31日,阵雨/晴,18℃,6℃
2019年09月01日,阵雨/小雨,20℃,7℃
2019年09月02日,阵雨/小雨,18℃,7℃
2019年09月03日,多云/多云,19℃,7℃
2019年09月04日,多云/多云,21℃,6℃
2019年09月05日,阵雨/晴,21℃,6℃
2019年09月06日,阵雨/阵雨,21℃,7℃
2019年09月07日,阵雨/阴,18℃,9℃
2019年09月08日,多云/小雨,21℃,10℃
2019年09月09日,小雨/小雨,18℃,10℃
2019年09月10日,阵雨/小雨,19℃,10℃
2019年09月11日,阵雨/阵雨,21℃,11℃
2019年09月12日,小雨/中雨,19℃,9℃
2019年09月13日,小雨/小雨,12℃,6℃
2019年09月14日,小雨/小雨,15℃,8℃
2019年09月15日,阵雨/阴,14℃,8℃
2019年09月16日,阵雨/阵雨,18℃,7℃
2019年09月17日,小雨/小雨,9℃,7℃
2019年09月18日,小雨/小雨,18℃,7℃
2019年09月19日,阵雨/阵雨,10℃,3℃
2019年09月20日,小雨/小雨,9℃,3℃
2019年09月21日,阴/晴,11℃,3℃
2019年09月22日,多云/小雨,13℃,2℃
2019年09月23日,小雨/小雨,8℃,3℃
2019年09月24日,小雨/雨夹雪,7℃,0℃
2019年09月25日,晴/晴,14℃,0℃
2019年09月26日,晴/晴,14℃,0℃
2019年09月27日,晴/晴,17℃,0℃
2019年09月28日,晴/多云,18℃,0℃
2019年09月29日,多云/阵雨,18℃,1℃
2019年09月30日,小雨/小雨,15℃,2℃
2019年10月01日,多云/多云,18℃,2℃
2019年10月02日,多云/多云,20℃,4℃
2019年10月03日,多云/小雨,21℃,5℃
2019年10月04日,小雨/阴,15℃,3℃
2019年10月05日,多云/阵雨,21℃,6℃
2019年10月06日,小雨/小雨,17℃,7℃
2019年10月07日,阵雨/小雨,17℃,6℃
2019年10月08日,多云/多云,20℃,6℃
2019年10月09日,阵雨/小雨,18℃,5℃
2019年10月10日,小雨/小雨,12℃,3℃
2019年10月11日,阵雨/多云,13℃,2℃
2019年10月12日,多云/小雨,13℃,2℃
2019年10月13日,小雨/阴,11℃,0℃
2019年10月14日,小雨/小雨,12℃,2℃
2019年10月15日,多云/晴,12℃,-2℃
2019年10月16日,多云/多云,13℃,-3℃
2019年10月17日,晴/晴,12℃,-3℃
2019年10月18日,晴/多云,16℃,-2℃
2019年10月19日,晴/晴,15℃,-1℃
2019年10月20日,多云/雨夹雪,14℃,-1℃
2019年10月21日,晴/晴,10℃,0℃
2019年10月22日,阵雨/多云,10℃,-1℃
2019年10月23日,多云/雨夹雪,15℃,0℃
2019年10月24日,小雨/小雨,8℃,0℃
2019年10月25日,雨夹雪/雨夹雪,7℃,0℃
2019年10月26日,雨夹雪/雨夹雪,3℃,0℃
2019年10月27日,晴/晴,8℃,-5℃
2019年10月28日,晴/多云,7℃,-4℃
2019年10月29日,小雪/多云,11℃,-6℃
2019年10月30日,多云/小雪,12℃,-4℃
2019年10月31日,小雪/小雪,11℃,-3℃
2019年11月01日,雨夹雪/多云,10℃,-2℃
2019年11月02日,晴/晴,12℃,-4℃
2019年11月03日,多云/晴,12℃,-3℃
2019年11月04日,多云/多云,12℃,-2℃
2019年11月05日,小雪/小雪,11℃,-3℃
2019年11月06日,晴/晴,10℃,-4℃
2019年11月07日,晴/晴,13℃,-3℃
2019年11月08日,晴/晴,15℃,-4℃
2019年11月09日,小雪/多云,13℃,-4℃
2019年11月10日,多云/多云,14℃,-3℃
2019年11月11日,多云/晴,14℃,-1℃
2019年11月12日,小雪/小雪,16℃,-4℃
2019年11月13日,多云/晴,9℃,-6℃
2019年11月14日,晴/晴,12℃,-4℃
2019年11月15日,晴/多云,15℃,-3℃
2019年11月16日,晴/晴,15℃,-4℃
2019年11月17日,多云/阴,11℃,-5℃
2019年11月18日,多云/晴,7℃,-5℃
2019年11月19日,小雪/小雪,10℃,-4℃
2019年11月20日,晴/晴,9℃,-7℃
2019年11月21日,多云/晴,12℃,-7℃
2019年11月22日,晴/晴,13℃,-6℃
2019年11月23日,晴/多云,14℃,-5℃
2019年11月24日,中雪/小雪,3℃,-6℃
2019年11月25日,晴/小雪,10℃,-2℃
2019年11月26日,晴/晴,10℃,-6℃
2019年11月27日,晴/晴,10℃,-5℃
2019年11月28日,晴/小雪,11℃,-4℃
2019年11月29日,多云/小雪,10℃,-5℃
2019年11月30日,小雪/小雪,7℃,-8℃
2019年12月01日,晴/晴,3℃,-8℃
2019年12月02日,阴/阴,3℃,-8℃
2019年12月03日,阴/多云,3℃,-9℃
2019年12月04日,小雪/晴,1℃,-10℃
2019年12月05日,晴/晴,0℃,-16℃
2019年12月06日,晴/晴,6℃,-13℃
2019年12月07日,晴/多云,6℃,-12℃
2019年12月08日,多云/晴,4℃,-14℃
2019年12月09日,多云/多云,2℃,-14℃
2019年12月10日,晴/多云,1℃,-13℃
2019年12月11日,多云/阴,3℃,-12℃
2019年12月12日,多云/晴,6℃,-11℃
2019年12月13日,多云/晴,9℃,-7℃
2019年12月14日,多云/晴,9℃,-6℃
2019年12月15日,晴/小雪,7℃,-6℃
2019年12月16日,多云/小雪,7℃,-9℃
2019年12月17日,小雪/小雪,0℃,-11℃
2019年12月18日,多云/晴,2℃,-14℃
2019年12月19日,晴/多云,2℃,-13℃
2019年12月20日,阴/阴,3℃,-12℃
2019年12月21日,小雪/多云,1℃,-15℃
2019年12月22日,晴/多云,6℃,-10℃
2019年12月23日,晴/晴,2℃,-12℃
2019年12月24日,晴/多云,8℃,-11℃
2019年12月25日,多云/多云,4℃,-13℃
2019年12月26日,阴/阴,-2℃,-13℃
2019年12月27日,阴/晴,0℃,-14℃
2019年12月28日,晴/晴,0℃,-16℃
2019年12月29日,晴/晴,6℃,-16℃
2019年12月30日,晴/晴,5℃,-15℃
2019年12月31日,晴/晴,8℃,-14℃
